,base_lag0,base_1d_lag0,temp_1h_lag0,temp_1h_lag1,glob_1h_lag1,glob_1h_lag2,glob_1h_lag3,rain_1h_lag0,rain_1h_lag1,bf15_1h_lag0,schmelz_1h_lag0,schmelz_1h_lag1,rain_1h_prog_lag-6,glob_1h_prog_lag-6,temp_1h_prog_lag-6,yearday_sin,yearday_cos
2021-03-05 12:00:00+01:00,2.3910984738499748,2.15331569618398,-0.27291675,0.7979165,35.16249999999997,1.2041666666666675,0.0,0.21208333333333323,0.19625,1.065075,0.0,0.0,0.0,0.0,11.43,0.8958392907349088,0.4443781781046135
2021-03-05 16:00:00+01:00,2.4540609580043,2.15331569618398,-0.52916675,-0.27291675,96.50416666666668,35.16249999999997,1.2041666666666675,0.1395833333333335,0.21208333333333323,1.0639,0.0,0.0,0.0,0.0,11.43,0.8971105382750095,0.44180615898369124
2021-03-05 20:00:00+01:00,2.2128606225378373,2.15331569618398,-1.21458325,-0.52916675,16.779166666666676,96.50416666666668,35.16249999999997,0.0,0.1395833333333335,1.067775,0.0,0.0,0.0,0.0,11.43,0.8983744013818885,0.43923050320046475
2021-03-06 00:00:00+01:00,1.65543160570875,1.27238920247961,-2.354165,-1.21458325,0.0,16.779166666666676,96.50416666666668,0.0,0.0,1.069725,0.0,0.0,0.0,0.0,11.43,0.8996308696522433,0.43665123195606403
2021-03-06 04:00:00+01:00,1.4066036283014252,1.27238920247961,-3.15,-2.354165,0.0,0.0,16.779166666666676,0.0,0.0,1.07085,0.0,0.0,0.0,0.0,11.43,0.9008799327436403,0.43406836648138064
2021-03-06 08:00:00+01:00,1.2318438272552474,1.27238920247961,-1.835415,-3.15,10.602083333333326,0.0,0.0,0.0,0.0,1.0711249999999999,0.0,0.0,0.0,0.0,11.43,0.9021215803746004,0.43148192803689167
2021-03-06 12:00:00+01:00,1.1785054371439,1.27238920247961,1.043749075,-1.835415,237.84375,10.602083333333326,0.0,0.0,0.0,1.069075,0.0,0.0,0.0,0.0,11.43,0.9033558023246844,0.4288919379124836
2021-03-06 16:00:00+01:00,1.12156903264283,1.27238920247961,0.797917575,1.043749075,262.68541666666675,237.84375,10.602083333333326,0.0,0.0,1.067075,0.0,0.0,0.0,0.0,11.43,0.9045825884345761,0.4262984174272787
2021-03-06 20:00:00+01:00,1.040381683825525,1.27238920247961,-0.86458425,0.797917575,80.45208333333332,262.68541666666675,237.84375,0.0,0.0,1.0657999999999999,0.0,0.0,0.0,0.0,11.43,0.9058019286061662,0.42370138792945894
2021-03-07 00:00:00+01:00,1.0084928196100205,0.950961933735189,-0.77916575,-0.86458425,0.0,80.45208333333332,262.68541666666675,0.0,0.0,1.064175,0.0,0.0,0.0,0.0,11.43,0.9070138128026359,0.4211008707960896
2021-03-07 04:00:00+01:00,0.9629607442970017,0.950961933735189,-0.83125075,-0.77916575,0.0,0.0,80.45208333333332,0.20333333333333325,0.0,1.06265,0.0,0.0,0.0,0.0,11.43,0.908218231048539,0.41849688743294433
2021-03-07 08:00:00+01:00,0.932010597250168,0.950961933735189,1.356249,-0.83125075,7.214583333333325,0.0,0.0,0.04083333333333333,0.20333333333333325,1.0564,0.012075,0.0,0.0,0.0,11.43,0.909415173429884,0.4158894592743293
2021-03-07 12:00:00+01:00,0.9369921327893997,0.950961933735189,4.322915,1.356249,211.76041666666674,7.214583333333325,0.0,0.04083333333333325,0.04083333333333333,1.0634,0.005,0.012075,0.0,0.0,11.43,0.9106046300942162,0.4132786077829043
2021-03-07 16:00:00+01:00,0.9310359453068933,0.950961933735189,3.7729175,4.322915,209.71875,211.76041666666674,7.214583333333325,0.04208333333333332,0.04083333333333325,1.069075,0.0,0.005,0.0,0.0,11.43,0.9117865912506984,0.41066435444950883
2021-03-07 20:00:00+01:00,0.9342793631576538,0.950961933735189,2.7916675,3.7729175,27.847916666666677,209.71875,211.76041666666674,0.012083333333333324,0.04208333333333332,1.067525,0.0,0.0,0.0,0.0,11.43,0.912961047170191,0.40804672079298493
2021-03-08 00:00:00+01:00,0.9427700446137037,1.06452381188281,1.395835,2.7916675,0.0,27.847916666666677,209.71875,0.019583333333333335,0.012083333333333324,1.0697,0.0,0.0,0.0,0.0,11.43,0.9141279881853337,0.40542572835999735
2021-03-08 04:00:00+01:00,0.9324452800232444,1.06452381188281,0.041666924999999994,1.395835,0.0,0.0,27.847916666666677,0.0,0.019583333333333335,1.073,0.0,0.0,0.0,0.0,11.43,0.9152874046906233,0.40280139872485926
2021-03-08 08:00:00+01:00,0.9248199290617463,1.06452381188281,1.085416,0.041666924999999994,1.89375,0.0,0.0,0.0,0.0,1.0803,0.0,0.0,0.0,0.0,11.43,0.9164392871424935,0.40017375348935413
2021-03-08 12:00:00+01:00,1.1322446409579325,1.06452381188281,2.99375,1.085416,279.6979166666669,1.89375,0.0,0.0,0.0,1.0774750000000002,0.0,0.0,0.0,0.0,11.43,0.9175836260593936,0.39754281428255606
